31/05/2018 5:15:00: 6318,8
31/05/2018 5:20:00: 6319,8
31/05/2018 5:25:00: 6319,8
31/05/2018 5:30:00: 6319,9
31/05/2018 5:35:00: 6320,5
31/05/2018 5:40:00: 6322,6
31/05/2018 5:45:00: 6322,3
31/05/2018 5:50:00: 6322,4
31/05/2018 5:55:00: 6322,1
31/05/2018 6:00:00: 6328,6
31/05/2018 6:05:00: 6326,9
31/05/2018 6:10:00: 6325,9
31/05/2018 6:15:00: 6319,5
31/05/2018 6:20:00: 6328,1
31/05/2018 6:25:00: 6329,8
31/05/2018 6:30:00: 6329,9
31/05/2018 6:35:00: 6338,7
31/05/2018 6:40:00: 6336,5
31/05/2018 6:45:00: 6414,9
31/05/2018 6:50:00: 6405,1
31/05/2018 6:55:00: 6424
31/05/2018 7:00:00: 6424,6
31/05/2018 7:05:00: 6419,6
31/05/2018 7:10:00: 6420,3
31/05/2018 7:15:00: 6424,9
31/05/2018 7:20:00: 6426,3
31/05/2018 7:25:00: 6428
31/05/2018 7:30:00: 6417,6
31/05/2018 7:35:00: 6413,7
31/05/2018 7:40:00: 6418,5
31/05/2018 7:45:00: 6417,8
31/05/2018 7:50:00: 6416
31/05/2018 7:55:00: 6422,8
31/05/2018 8:00:00: 6427
31/05/2018 8:05:00: 6436
31/05/2018 8:10:00: 6429,1
31/05/2018 8:15:00: 6431,5
31/05/2018 8:20:00: 6440,9
31/05/2018 8:25:00: 6497,3
31/05/2018 8:30:00: 6479,3
31/05/2018 8:35:00: 6486,9
31/05/2018 8:40:00: 6495
31/05/2018 8:45:00: 6497,8
31/05/2018 8:50:00: 6496,6
31/05/2018 8:55:00: 6484,9
31/05/2018 9:00:00: 6488,6
31/05/2018 9:05:00: 6484,9
31/05/2018 9:10:00: 6468,8
31/05/2018 9:15:00: 6470,9
31/05/2018 9:20:00: 6469,8
31/05/2018 9:25:00: 6475,6
31/05/2018 9:30:00: 6486,8
31/05/2018 9:35:00: 6482
31/05/2018 9:40:00: 6481
31/05/2018 9:45:00: 6482
31/05/2018 9:50:00: 6475,1
31/05/2018 9:55:00: 6471,8
31/05/2018 10:00:00: 6475
31/05/2018 10:05:00: 6475,2
31/05/2018 10:10:00: 6460,8
31/05/2018 10:15:00: 6460,4
31/05/2018 10:20:00: 6435,2
31/05/2018 10:25:00: 6438
31/05/2018 10:30:00: 6442
31/05/2018 10:35:00: 6440,9
31/05/2018 10:40:00: 6436,1
31/05/2018 10:45:00: 6441,4
31/05/2018 10:50:00: 6448,6
31/05/2018 10:55:00: 6445,8
31/05/2018 11:00:00: 6445,2
31/05/2018 11:05:00: 6435
31/05/2018 11:10:00: 6441,1
31/05/2018 11:15:00: 6445
31/05/2018 11:20:00: 6445,5
31/05/2018 11:25:00: 6451
31/05/2018 11:30:00: 6465,2
31/05/2018 11:35:00: 6454,1
31/05/2018 11:40:00: 6454,9
31/05/2018 11:45:00: 6462,3
31/05/2018 11:50:00: 6451,4
31/05/2018 11:55:00: 6436,6
31/05/2018 12:00:00: 6446,4
31/05/2018 12:05:00: 6447,1
31/05/2018 12:10:00: 6449,6
31/05/2018 12:15:00: 6455,1
31/05/2018 12:20:00: 6457,5
31/05/2018 12:25:00: 6456
31/05/2018 12:30:00: 6459,4
31/05/2018 12:35:00: 6449,7
31/05/2018 12:40:00: 6449,2
31/05/2018 12:45:00: 6450,6
31/05/2018 12:50:00: 6463,2
31/05/2018 12:55:00: 6458,2
31/05/2018 13:00:00: 6469,8
31/05/2018 13:05:00: 6470
31/05/2018 13:10:00: 6460
31/05/2018 13:15:00: 6460
31/05/2018 13:20:00: 6463
31/05/2018 13:25:00: 6467,5
31/05/2018 13:30:00: 6463,1
31/05/2018 13:35:00: 6460
31/05/2018 13:40:00: 6463,1
31/05/2018 13:45:00: 6459,5
31/05/2018 13:50:00: 6453,5
31/05/2018 13:55:00: 6443,3
31/05/2018 14:00:00: 6458,4
31/05/2018 14:05:00: 6452,4
31/05/2018 14:10:00: 6453,3
31/05/2018 14:15:00: 6460,9
31/05/2018 14:20:00: 6474,9
31/05/2018 14:25:00: 6469,6
31/05/2018 14:30:00: 6470,7
31/05/2018 14:35:00: 6462
31/05/2018 14:40:00: 6463,4
31/05/2018 14:45:00: 6470,3
31/05/2018 14:50:00: 6463,7
31/05/2018 14:55:00: 6460,3
